"id","retoure_reason"
"114a3f77-7769-440a-199a-527b7e1b35c9",10
"114acbc9-c9fe-7e0f-c302-529882ad68ca",10
"114b68d6-552e-d38f-b821-5137a040563a",15
"114c4aa1-6b2e-7521-5b65-52d51583147f",10
"115227c5-bc00-1741-955a-51e7bca3d1bf",27
"11526309-86dd-7e96-140f-517501601b3e",14
"1155b317-a2e6-7644-8f4c-52729928f2d0",10
"1155fb43-c220-d6fa-10b2-52d681184793",10
"11568364-77d3-725e-9dd2-52d55334c9a7",10
"115760df-51ff-65ee-d394-51f7b5534bbb",12
"115889fc-de72-c1ba-2c50-529c934fad08",10
"115a16bf-ccda-49c7-3dec-51dad3a2ba05",14
"115aab03-1a11-e459-c841-518a09442b36",78
"115af7ed-8b92-918f-2b40-513a43fb0631",165
"115be85f-1552-8faa-25d2-50d4c0e2e637",1234
"115d7d0c-aee4-7132-1378-5284ebf8523e",10
"115ecdd3-41bc-baa3-f70c-527ce9550677",10
"115f5ff0-e3a0-d991-e795-524ac9fc76ea",10
"11633aab-48af-9bdc-0fdd-51540654765a",67
"1164d212-d23d-5d7a-4ecb-528ca27a9b13",10
"1164fa53-c158-5914-93dd-5201198fa5fe",89
"1166ddb1-d7ab-cded-e7c4-51dab47bae00",16
"116702f2-57e1-3e1f-5299-51cbea022d00",368
"11681379-2e32-289b-8853-527a1510af80",10
"1168b2de-b896-4ae2-3ff5-527919f0d86d",10
"116a29d3-8de4-e71f-5bd7-529f3a94406a",10
"116a3b66-7cc5-b2ca-45b8-5268ea0a8253",10
"116ac997-e0fc-f89c-c113-52b1d5d959ce",10
"116c9ae3-e543-9807-d202-51b5a705d103",46
"116cca80-bcfd-662d-cde8-5298ae506a09",10
"116cd307-b92d-ec68-208b-52582c180933",10
"116e0d3c-1353-9e83-08ee-50c7911262c0",57
"116f1643-f92e-c1ac-dbdc-517663935e05",45
"11700446-ff09-5e47-6306-52a19c84a833",10
"11700888-5749-d3c4-34cd-51f124a8ff2a",65
"1170557b-3fe1-63e1-9b1e-529893306c90",10
"117347bf-63e5-6264-5001-526f78790937",10
"1177ea3c-6d88-33f4-4fbb-50aa68b6b162",17
"1178033c-4ae5-08e7-3576-528636f9b4a9",10
"11791806-cde7-716f-423c-51b079cf8f3f",72
"117abf65-056f-184d-50fe-51f7aac7d52e",46
"117b9d94-a2eb-5524-18b0-521e3d82ad80",83
"117c9a2e-a460-729d-8bef-526951db8c1d",10
"117dbde9-ff02-62b4-24cb-5254240690c7","x2"
"117decb5-eb89-43c4-eb1f-527276c3aec5",10
"117e7181-d2f4-8d4f-50a6-52c6dc971128",10
"117e91c5-502a-f3a8-1170-5242b85e831a",10
"11806b7b-06d8-601e-8115-51b5aaf819e5",15
"11840b04-bc50-2f1e-3f45-50aa73a7fd15",57
"1184c4fe-b4cc-20da-541d-5268f5d3169c",10
"1185d6dc-8cea-2aa2-2540-5268f51eda80",10
"1186162a-6812-69b9-7942-5245b0016084",10
"11899180-e21e-db60-fa0c-51715cd28a28",14
"118aa65d-4e93-77f8-6ca1-529f31396a30",10
"118b44b9-bc5a-3ced-a223-52a6fa39f6db",10
"118c4ed2-5cbb-3c47-261a-51caf37bbedb",15
"118f0666-60c3-0e31-6740-5225e79b8c36",13
"1190f7dc-280e-259c-6c8e-51cc3a010904",16
"1191d256-7074-92da-feaa-526560bebb7b",10
"1193a855-a1d9-cfeb-0486-527272058cfa",10
"1194e536-e805-664e-9e17-51c45824e1a9",26
"11972770-a769-557f-4db5-50aa7056f51e",14
"11975c96-9a06-5fdc-8846-52d3f5686b98",10
"1197bb74-dbe5-07e7-3cfd-50aa6a72a4de",34
"11983c15-e9d5-8e22-8327-51a737bb41db",47
"11985117-96e2-d7fc-b15e-5279214d5521",10
"1199ca2d-3458-80e8-3dd4-52836143938b",10
"119ed1e2-2191-d9cf-1f29-52cd80502704",10
"119fc543-4f89-9dcd-5906-51de57f0852a",157
"11a0085e-af2e-b7e3-f0e2-52a5c354c665",10
"11a064b4-aa55-567c-f74a-523c560bbbf2",10
"11a0ecef-84b7-f552-878e-516d6a2ddd7e",24
"11a1df91-032c-761c-1dca-52c6a8a65769",10
"11a4ce56-4267-f8cf-d72f-52c1b639f84d",10
"11a53e82-1c47-199c-843a-527ba7184290",10
"11a6fa9c-0987-e29b-08d0-5190035ec66d",41
"11a771b1-fbaa-72cf-5ae6-524c2524a908",10
"11aac040-a056-56aa-3778-52a85d66a4b0",10
"11aafd0a-ee47-ef39-47f7-50aa77a89733",15
"11ac9c69-7e87-6848-4e8a-52b8843c07d1",10
"11ad0b9d-dc59-cf8c-a7f0-527d1ca47f9c",10
"11ad23f1-9d2e-0c62-b08f-526e5df8b4a6",10
"11ae2c52-6507-bdf5-d6a8-524aaa29415f",10
"11ae6c77-23ed-77c2-71a2-527211388e68",10
"11aeb0c5-0c19-c921-f0d7-51e7a7e53500",17
"11af6eba-bf97-5d8e-5352-5277b8b869c6",10
"11b0f144-3ba4-a700-b36f-51682d7993c2",12
"11b1082f-ffde-f4de-a0fa-52c6c4aac740",10
"11b2d89c-4148-969b-572a-525418b39567",10
"11b34a2e-e325-750d-d31a-51ca8daf33a4",67
"11b49da2-3611-a459-5082-518d60c3266b",16
"11b502c1-454b-7229-5a95-529752f4a7dc",10
"11b5a608-2c9d-95be-77cb-5277e099f04a",10
"11b5cef5-fcbe-77ab-2c94-5270dd755aad",10
"11b7f564-7ca7-c4a8-2fc6-52a71c881ca6",111100000
"11b848c4-363d-e44b-ba3c-50aa6c9a43da",67
"11b8517d-0be2-464e-e6ed-521ea3aa4e54","x2"
"11b8ce44-1860-c54e-2f76-5271116f428f",10
"11b953f8-68a8-2764-e3a3-51ff706a2a3a",1234
"11be0840-2ecb-1f07-3d7d-52a5fc4c17b9",10
"11be17b3-bb6a-1bad-407b-52938a0f9971",10
"11c25095-59a4-bbb5-7454-52810ca2edda",10
"11c36165-316b-0ac7-eeb2-525bb2dea8f6",10
"11c8072e-14e2-bf43-cdd2-50d0cbc977f7",64
"11c89f89-5068-abb4-c53f-526e6679fc51",10
"11c940ba-fe91-e0c2-7940-52a75339b0d0",10
"11c9a024-4827-06ee-0dfb-51540a56399f",47
"11ca6dc3-de88-0527-d3e7-51f7c67019c7",34
"11cfa86b-22d6-57a9-d307-52cfe55e57c5",10
"11d1960a-451f-3fe3-ea7b-52c280924536",10
"11d1a215-035d-24f3-5390-528b3f9f3d44",10
"11d326b7-a535-e9e4-5169-52ab442c83c1",10
"11d447bd-058b-05a2-d524-50aa78ff7680",46
"11d52a5d-d14e-1e38-3a9d-513f897df5a6",13
"11d5363e-1eb0-b1e2-5d58-528391a9c1c9",10
"11d72a19-b498-fca1-e8bd-516d3d85294a",1457
"11d7c988-ea3d-1d60-5055-5242f4a8dd6d",10
"11d91aab-febe-ea08-8439-52b87d9d0b39",10
"11dd7b74-d134-8b97-6bfb-51228978ecf2",148
"11e04863-80e1-c4f4-fe20-5127cf9ae745",16
"11e21f3e-d6b5-e524-d3e5-52d812214d2d",10
"11e2cfe4-d96b-6e07-ae50-5154ffb393d1",16
"11e60f61-4bd4-7b5c-c8b8-52986c44456f",10
"11e950df-38eb-9481-e662-517687932fa7",46
"11ea0c52-24ec-798e-001c-52ce6c1e99eb",10
"11ea4ad3-59f4-115f-b589-5249bfb2e43a",10
"11ec7a05-852a-9923-eb56-51f91f788c75",57
"11ee4fa6-71a7-2324-152c-52861f3d7885",10
"11f71f0b-ade8-ad95-06c9-527a492379bf",10
"11f91a85-5891-fd61-1844-517508a319da",567
"11fa10f3-4a01-71d7-c6fc-50d0cb8f4949",67
"11fc1c98-7de2-2003-e2c5-528627781c49",10
"11ff12b7-8188-45a6-a655-51cd8c100dbc",67
"120445c4-6f30-57c7-7439-5140db9068a9",167
"12048b95-9065-2a10-ecb1-52a5ed0a7d3a",10
"1204f303-ab04-d43f-2ea3-52492e8f3a79",10
"120821d9-c656-04f9-8102-516e70be46e2",34
"120879c2-4980-031d-86cd-50aa75b2768b",25
"120a9b2b-dafa-d95e-7f05-5193bf69be40",24
"120af90f-85e1-ed2e-2cc1-5261605bc0ed",10
"120b929c-bcde-d77f-570f-527155a0c7b8",10
"120cf477-82b2-a6a1-8636-526a5d947b3b",10
"1211012c-91ad-2ac2-b0da-52971c571bea",8 
"1213576e-9a56-1008-c83f-526f8507a5b7",10
"12147008-e975-72cf-d52e-5277e129681f",10
"1214af89-ed3a-426f-5ca4-516d58840280",47
"1215b18f-a7c3-65a5-330f-5147739e4ed1",48
"121670d1-8d0f-184d-d890-524afcfd9978",10
"121afcf3-fe4f-2c4e-4a85-520368a1a2a9",124
"121d3e73-f1e2-7e9c-19f9-51267de28d32",78
"121de5a2-0575-0b1c-bbc8-52a8969f6007",10
"121e2e0c-1935-fa8d-8ecb-51f7997c3790",67
"121fe742-c325-7c71-42ff-5270e0cb9e4e",10
"122132f4-b75a-2bc4-fc8a-516e8594685f",17
"1222b959-88e4-892d-fbc4-52cc319fb9b7",10
"1223c53d-144c-c4f5-291f-516fd179e3d3",37
"12243a47-3347-df59-7a91-51c9715651d7",42
"1225eb77-1de8-bc6b-846d-528e3f1b6428",10
"1226384c-24b7-3a0b-f2b7-5295e0db19e6",10
"12270fb9-095e-3eda-6fc8-5298af9c0470",10
"12283b88-ea6f-291f-528e-52b18ac960b1",10
"122aaf14-1474-c448-8f58-51437e99d3de",71
"122b0245-7110-eea4-ab62-5167dc5b231c",68
"122b9cf2-0d31-0daf-4843-51c2f200258d",46
"122c4233-b46a-fe4f-df97-512e66495af8",47
"122c9c7f-0b95-51de-3aed-527a859e83a3",10
"122d09ba-3583-ead0-5520-526ff97968f7",10
"122e3c0e-1887-5fb5-12f8-50b3ca917457",14
"122eef2d-6cab-9309-0582-518c0ebbd711",78
"12301e07-8aff-2273-419c-52a5f9ad541c",10
"12343ba3-05f5-d3ad-8b79-51c43c6ffe19",67
"1234781c-8f88-151b-6440-52b32347a93e",10
"123667ee-f596-ab2b-eb63-518c0eab2788",86
"1236d6d4-b0ec-2800-ce1b-51da9ffef894",1234
"123704ac-c58f-7f75-1bdb-52651cbf1e9c",10
"12379412-05e0-5798-15f9-525ec5ffebed",10
"12382a27-d4e8-5285-8b34-50c0f9bfa57c",84
"12398c13-789c-32ef-b4f4-51c2cff414d4",145
"123a07cf-4e63-ebeb-3011-52cd3dd2aeb6",10
"123d732a-51b2-d235-f6b3-518abda3768d",15
"123e0b09-2d2e-a4df-93e9-525c26d58941",10
"123eadf6-dc6b-db33-5e74-52cadb1c18b3",10
"123ee3cc-d26f-85e0-3c6f-50aa61ee5060",34
"123f3148-8798-118f-cbc5-52d7b123d783",10
"123f38bd-48b0-edd4-cbfa-50c791b0b68d",13
"123fea80-34f4-5677-9a95-515500ea54c3",46
"124293cc-7a9d-399e-8111-52554fe9925c",10
"1242a394-6e30-93e0-7c09-52978006c317",10
"12450331-3cc2-9a06-88ca-5272a6bdc953",10
"1245827d-d54d-2610-666c-5208d8ebcf41",148
"12481c91-5dc7-7f26-086c-5273e58a266d",10
"124b67ed-e192-7b39-3413-526e9bbec313",10
"124bcfca-5266-1e66-e26e-52ca99f4e6a9",10
"124d6e46-a6d2-2c9a-1234-5280e036b094",10
"124dc56d-daaf-3c4f-b17c-52050eab8089",61
"124e82c9-be3f-7adf-e081-51a66c34576f",134
"124fc1a3-78eb-c2c8-2b20-5266a7ff30ab",10
"1251f8de-b435-c09c-914a-51a7776c6071",78
"1252f918-e0bd-21c6-0748-51e7b99c080c",357
"1255d02a-1648-7a97-a52e-51b9a61f5ec4",14
"1255ec75-a64f-e087-8f37-5203ab733e6c",28
"12570cb0-afe0-9573-bd4c-526154d392f0",10
"1257dec2-7705-8ad0-0eef-5193c0ab5dd9",14
"125a1853-7029-f81c-59ed-50aa77efbc8f",61
"125afe5c-6511-009c-2e54-51cc454f7e31",14
"125c22fb-d0d7-7946-eae9-52728d38a248",10
"125ce339-1172-96ee-3921-518abd1ea09a",67
"125d04fe-7b24-2976-021e-52d4018ae9af",10
"125d4528-84ac-0a2b-ac13-528b5a158398",10
"125d8c77-5836-2180-61db-52976f56ac44",10
"12618669-f311-6cd8-d77c-510041aade7e",34
"126257f7-cda2-6e9f-c230-52680338916f",10
"126384e7-2397-a38a-30c7-5193b6ad9642",17
"126394a0-a712-96d1-9c0f-529cb16e7e7b",10
"1267e45a-ea98-328e-9610-51437e9273ad",73
"1268478a-3deb-c07b-0501-518c0fd7ed0f",38
"12685630-59dc-c905-0308-51b1bd4a32a0",34
"12687f54-4513-048f-84b0-51364f179bc8",267
"126a7cfa-ffca-3596-b6ab-529e0c61bf7b",10
"12709a31-3bc4-c516-1a32-51a74ddd3342",86
"1271cf85-294f-b00e-1dca-52c5af0b429b",10
"12724d42-45e7-4f62-30fa-51267d6996e4",16
"1275ba1b-a8bb-e004-4faf-52948442dcd9",10
"12763bba-017a-98a9-407a-51b8a5c1f858",17
"12790d7b-763a-e063-8deb-528e18fd3be6",10
"127b012b-2f56-59bc-1626-52938cb52401",10
"127bbd39-88de-60fa-e5c0-52824a77e247",10
"127d8e73-84ce-542d-828b-52a9f82d8140",10
"127da2d2-edc3-eeab-43a2-52ab333aa1eb",10
"127e1bac-2e00-5baf-dde2-5127cef25975",15
"12800799-b0c0-3e39-4b96-51667d7c70f7",15
"12800d01-9ea3-6c67-774d-5258253d6f5e",10
"1280b54f-cfee-0cf4-c2c7-524abf9bad34",10
"1281b4b0-517e-54bd-dcfc-50ec7bbc93e0",57
"128445c8-84a2-5a5a-0a3c-51922d04bd8d",17
"12848a4f-a2c4-1300-b844-50aa701cb647",14
"1286d530-15e3-5431-f6ee-51b74999c8ac",27
"12871c72-7149-4dba-ee3c-51e7a769ef6d",46
"1287a441-360b-9a08-506d-529c888359e2",10
"128825e4-19eb-6622-2cf5-528b50982e06",10
"12883a92-4f92-f90b-f3db-5154a1594534",57
"1289c359-4a81-e723-eea1-5241a31d4750",116006019
"128a10b5-5633-bc92-98a0-5297387a6fb7",10
"128af709-bfac-5764-baad-52c69086ccfd",10
"128b092b-b0fd-268b-e37e-52af1604be14",10
"128b83ce-cd02-26a8-70f3-52cfe076097b",10
"128beed6-ae67-a514-c21f-528391edc196",10
"128c69c4-45af-aca8-95d1-50f9aa01bc98",416
"128d2761-d48b-8f9b-4b2e-5154266a77bf",57
"128e03d5-e80b-c20c-023b-529f62eccf53",10
"128fdd75-158a-8500-bcc4-52c2df941c21",10
"1292047f-c374-5810-69fb-52aaf35126c1",10
"1292cc8e-3e81-6299-112c-51658d956bc2",185
"1294e84d-0110-5e50-cdb6-50aa7673692a",46
"12966232-139e-54c9-5417-515c4554ae79",34
"12991cd1-5731-e714-66dd-525663c4c0a1",10
"129c5b7a-8369-c90e-674f-51f0009684ed",67
